t,phi_conc,agency_ret,reciprocity_med,entropy_grad
94,0.01002926506667661,1.0,0.18634681531643402,0.0
95,0.01002845791884172,1.0,0.18663059805112464,0.0
96,0.010027811796600613,1.0,0.18699319181941715,0.0
97,0.010026830414272483,1.0,0.18730961621808306,0.0
98,0.010026471709018528,1.0,0.1876375484915796,0.0
99,0.010026070549190155,1.0,0.18777717714834086,0.0
100,0.010025731632982572,1.0,0.1883975015805316,0.0
101,0.010025430080006545,1.0,0.18869188334288445,0.0
102,0.010025100770693227,1.0,0.1888545294641166,0.0
103,0.010024906246902903,1.0,0.18906900399347168,0.0
104,0.010024469605477208,1.0,0.1894501350627426,0.0
105,0.010023614429853202,1.0,0.189623340971632,0.0
106,0.01002312083055957,1.0,0.19003379633793854,0.0
107,0.010022876891509509,1.0,0.19035469496442914,0.0
108,0.010023138822488403,1.0,0.19031421730147674,0.0
109,0.01002316887637125,1.0,0.19066114098112608,0.0
110,0.010023345417653418,1.0,0.19067755553328355,0.0
111,0.010023554893939118,1.0,0.1910643255615707,0.0
112,0.010023365096913494,1.0,0.19135287743602425,0.0
113,0.010023218806378327,1.0,0.19137394315235537,0.0
114,0.010023159279620511,1.0,0.1914191828397761,0.0
115,0.010023635383257817,1.0,0.19157980881943884,0.0
116,0.010024393218568994,1.0,0.19203674154908773,0.0
117,0.010024925656363714,1.0,0.1922537940914975,0.0
118,0.010025301574933457,1.0,0.19261750486987161,0.0
119,0.010025634340600395,1.0,0.19279815798025973,0.0
120,0.010025735186662482,1.0,0.19283614140873728,0.0
121,0.01002579014535,1.0,0.1929949728221415,0.0
122,0.010025498348857798,1.0,0.19313608149399092,0.0
123,0.010025162016667918,1.0,0.19312971805203366,0.0
124,0.010024860751904136,1.0,0.19324672936441234,0.0
125,0.010024384902995965,1.0,0.19344289008820453,0.0
126,0.010023680494590749,1.0,0.193414170234686,0.0
127,0.010022982894892991,1.0,0.19363579194969577,0.0
128,0.01002222179066824,1.0,0.19379829448284822,0.0
129,0.010021524844532904,1.0,0.19373437517444528,0.0
130,0.01002076754795227,1.0,0.19376741997805896,0.0
131,0.010020326804801558,1.0,0.19407737617722998,0.0
132,0.010019812429261194,1.0,0.1942886797441742,0.0
133,0.01001928233630264,1.0,0.1944251485700217,0.0
134,0.010018897345391162,1.0,0.19435464785210593,0.0
135,0.010018746321460034,1.0,0.19464636164134624,0.0
136,0.010018654135924008,1.0,0.19466722286544744,0.0
137,0.010018301283546669,1.0,0.1948984405570312,0.0
138,0.010017793083074314,1.0,0.19476030664580793,0.0
139,0.010017467711661884,1.0,0.1948037643795429,0.0
140,0.010017421683248115,1.0,0.1949006552024753,0.0
141,0.010016923286463315,1.0,0.19491968902413362,0.0
142,0.010016379006431514,1.0,0.19498513740690704,0.0
143,0.010016168091648342,1.0,0.19512977401995105,0.0
144,0.010016107528939893,1.0,0.1951836927387826,0.0
145,0.010016355423042946,1.0,0.1951378285024089,0.0
146,0.010016241362367,1.0,0.19518463615705517,0.0
147,0.01001663929813863,1.0,0.1953325855438004,0.0
148,0.010016800132118496,1.0,0.19538274883623283,0.0
149,0.010016911526161042,1.0,0.19553366199684838,0.0
150,0.010016985572242515,1.0,0.19564158764539785,0.0
151,0.01001700262556294,1.0,0.1957559646163914,0.0
152,0.010016923676395508,1.0,0.1959954080223552,0.0
153,0.010016975209492091,1.0,0.19604147858673088,0.0
154,0.010017058018924338,1.0,0.19609473216160622,0.0
155,0.010016792299372955,1.0,0.19615932496077776,0.0
156,0.01001663458890374,1.0,0.19619241225638992,0.0
157,0.010017135703910579,1.0,0.19629228807263321,0.0
158,0.010017348077983957,1.0,0.19637837131053273,0.0
159,0.010017542665273814,1.0,0.19632465556056827,0.0
160,0.010017464141274229,1.0,0.19637323369167087,0.0
161,0.01001736334699621,1.0,0.1965418126445046,0.0
162,0.010017762973023895,1.0,0.19658823080869947,0.0
163,0.010018175724966681,1.0,0.19658370235218325,0.0
164,0.010018524903787568,1.0,0.19656999011352266,0.0
165,0.010018685859547955,1.0,0.19664517384754834,0.0
166,0.010018564244189006,1.0,0.19663177049299763,0.0
167,0.01001856718248711,1.0,0.1965984146150758,0.0
168,0.010018707063523207,1.0,0.19684939359260287,0.0
169,0.010018623300035459,1.0,0.196953662831525,0.0
170,0.010018520605528427,1.0,0.1968605612740263,0.0
171,0.010018212329383238,1.0,0.1967267169328937,0.0
172,0.010018104387205996,1.0,0.19663945507872996,0.0
173,0.010018003491001706,1.0,0.1966978867530791,0.0
174,0.010017913751824275,1.0,0.19679464835678925,0.0
175,0.010017846845101652,1.0,0.1967028974508127,0.0
176,0.010017715190866762,1.0,0.19677457952048658,0.0
177,0.010017383565464543,1.0,0.19670396439308102,0.0
178,0.010017264723548264,1.0,0.19673634787117728,0.0
179,0.010017112805627244,1.0,0.19712214908575054,0.0
180,0.010017457105605162,1.0,0.19702635034089433,0.0
181,0.010017635294970453,1.0,0.19716406327683964,0.0
182,0.010017686911343056,1.0,0.19710417198495717,0.0
183,0.010017516282142891,1.0,0.19709245860104752,0.0
184,0.010017501936960833,1.0,0.19717591533779638,0.0
185,0.010017388187800746,1.0,0.19701180883033526,0.0
186,0.010017267071854378,1.0,0.1971047727840827,0.0
187,0.01001699230810081,1.0,0.19737355425576472,0.0
188,0.010016676673827987,1.0,0.19725895774095276,0.0
189,0.010016481273290974,1.0,0.19722616876708238,0.0
190,0.010016173973597402,1.0,0.1973270808758255,0.0
191,0.010015958127790901,1.0,0.1973884214288347,0.0
192,0.010015833615248864,1.0,0.1973553146862338,0.0
193,0.010015464401010426,1.0,0.19726320658933527,0.0
194,0.010015314445123005,1.0,0.19732205520711915,0.0
195,0.01001551717493107,1.0,0.1973204092944374,0.0
196,0.010015712133120734,1.0,0.19751061687659063,0.0
197,0.010015756071471617,1.0,0.19734722421298198,0.0
198,0.010015690896668305,1.0,0.19727084787815097,0.0
199,0.010015597045535608,1.0,0.19733342008657645,0.0
200,0.010015256082039415,1.0,0.1975814146658521,0.0
201,0.010015330984754798,1.0,0.19740820955945432,0.0
202,0.010015471523600062,1.0,0.19747447785870845,0.0
203,0.01001528150891168,1.0,0.1975471067824463,0.0
204,0.010015254399295608,1.0,0.19748305369086094,0.0
205,0.010015185612418974,1.0,0.19742560625968722,0.0
206,0.010014913294879042,1.0,0.19741604869921764,0.0
207,0.010014731301154132,1.0,0.19735534217958398,0.0
208,0.01001457621820671,1.0,0.19745298233854325,0.0
209,0.010014808245858176,1.0,0.19735097974398522,0.0
210,0.010015132000327998,1.0,0.19746058987528076,0.0
211,0.010015344154033594,1.0,0.19760422707211467,0.0
212,0.010015379886327431,1.0,0.19755826240033164,0.0
213,0.010015251429906596,1.0,0.19777880755187904,0.0
214,0.010014931750470418,1.0,0.19767517845566274,0.0
215,0.010014859909801981,1.0,0.19754880588573032,0.0
216,0.01001453352786617,1.0,0.19785941611527588,0.0
217,0.010014238091288553,1.0,0.19779897199353214,0.0
218,0.010013793912297465,1.0,0.19783415082012762,0.0
219,0.010013749115848422,1.0,0.1976459542005436,0.0
220,0.010013730779331051,1.0,0.19774138354698428,0.0
221,0.010013688837732267,1.0,0.19784768341910752,0.0
222,0.010013581310206014,1.0,0.19807473046568624,0.0
223,0.010013313652681636,1.0,0.19796513056577075,0.0
224,0.010012930683304583,1.0,0.19782699565078216,0.0
225,0.010012521695137779,1.0,0.19773893358968533,0.0
226,0.010012538429778822,1.0,0.19774740262135954,0.0
227,0.010012617960919217,1.0,0.19770793622705218,0.0
228,0.010013268485006973,1.0,0.19766261717486427,0.0
229,0.010013805126555359,1.0,0.19763086735625984,0.0
230,0.010014192215426966,1.0,0.19749885296349368,0.0
231,0.01001456026613634,1.0,0.19750317127317718,0.0
232,0.010014970349320761,1.0,0.19755823422865348,0.0
233,0.010015208126703888,1.0,0.19742781102561158,0.0
234,0.010015314678325437,1.0,0.19763595619956642,0.0
235,0.01001526045343611,1.0,0.1975071202884781,0.0
236,0.01001507936378613,1.0,0.19771474750555848,0.0
237,0.010015088287115469,1.0,0.19763551012782818,0.0
238,0.010015012648579822,1.0,0.1976262871866416,0.0
239,0.010015007552725623,1.0,0.19763539881310488,0.0
240,0.010015074884695427,1.0,0.19772435702964325,0.0
241,0.010015102396109237,1.0,0.19773848257029888,0.0
242,0.010015217742051153,1.0,0.1976074349741738,0.0
243,0.010015245126686584,1.0,0.1975534980665816,0.0
244,0.010015197200848492,1.0,0.1976519475408525,0.0
245,0.01001514196368829,1.0,0.1977171952351513,0.0
246,0.010014838891567393,1.0,0.19785860306662617,0.0
247,0.010014587236925636,1.0,0.19781612736818419,0.0
248,0.010014348420023416,1.0,0.1977294248125816,0.0
249,0.010014270001479052,1.0,0.19780953930992096,0.0
